model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gpt-4o-mini-search-preview,hindi,february_15,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_15,4,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_15,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,6,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,hindi,february_15,9,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,13,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,hindi,february_15,14,Qualifier Binding Error (Unit/Currency/Year/Version),Reading Comprehension / Option Interpretation Failure,Event / Entity Misbinding,tiebroken,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_15,15,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_15,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_15,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,19,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_15,20,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,21,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,22,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_15,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_15,24,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Qualifier Binding Error (Unit/Currency/Year/Version),tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,0,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,10,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_16,12,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_16,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_16,21,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_16,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_17,2,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_17,4,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_17,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_17,7,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_17,8,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_17,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_17,12,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_17,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_17,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_17,16,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_17,18,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_17,20,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,hindi,february_17,22,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_18,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_18,4,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,hindi,february_18,10,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_18,11,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_18,12,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_18,14,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_18,15,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,unanimous,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,hindi,february_18,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,0,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,hindi,february_19,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_19,8,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_19,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,11,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_19,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,14,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,17,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_19,19,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_19,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_20,0,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,tiebroken,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_20,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_20,5,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_20,6,Event / Entity Misbinding,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_20,7,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_20,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_20,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_20,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_20,20,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_20,21,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_20,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_21,3,Reading Comprehension / Option Interpretation Failure,Event / Entity Misbinding,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,hindi,february_21,4,Answer Formatting / Option Mapping Failure,Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_21,6,Event / Entity Misbinding,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,hindi,february_21,9,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_21,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_21,12,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_21,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_21,15,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_21,17,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,hindi,february_21,20,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_21,21,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,hindi,february_21,22,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_21,23,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_21,24,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_22,6,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,hindi,february_22,8,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_22,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_22,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_22,12,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_22,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_22,19,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_22,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,0,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_9,4,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,8,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_9,9,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,hindi,february_9,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,14,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,18,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,hindi,february_9,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,hindi,february_9,24,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_10,3,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_10,6,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Temporal Misalignment / Chronology Tracking Failure,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_10,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_10,13,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_10,14,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_10,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_10,16,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),unanimous,Qualifier Binding Error (Unit/Currency/Year/Version)
gpt-4o-mini-search-preview,russian,february_10,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_11,14,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,russian,february_11,15,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_11,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,21,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_11,23,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_11,24,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_12,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_12,5,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,tiebroken,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_12,7,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_12,10,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_12,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_12,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_12,23,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_13,0,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,russian,february_13,5,Answer Formatting / Option Mapping Failure,Event / Entity Misbinding,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_13,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_13,14,Event / Entity Misbinding,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,russian,february_13,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_13,16,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,russian,february_13,23,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,russian,february_14,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,russian,february_14,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
